Location;Latitude;Longitude;Time_Occurred;Area_ID;Area_Name;Reporting_District_no;Part 1-2;Victim_Age;Victim_Sex;Victim_Descent;Premise_Description;Weapon_Used_Code;Weapon_Description;Status;Status_Description;Crime_Category
1300 S FIGUEROA ST;34,0407;-118,268;1050;1;Central;192;2;39;F;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
11200 W OLYMPIC BL;34,0363;-118,4446;2112;8;West LA;882;1;24;M;A;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
1200 MAGNOLIA AV;34,0491;-118,2865;1700;20;Olympic;2069;1;34;M;H;GARAGE/CARPORT;None;None;IC;Invest Cont;Property Crimes
10400 CAYUGA AV;34,2593;-118,4225;1523;16;Foothill;1642;1;56;F;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
900 CYPRESS AV;34,0926;-118,2248;330;11;Northeast;1177;1;24;M;H;SIDEWALK;106;UNKNOWN FIREARM;IC;Invest Cont;Violent Crimes
N SOTO ST;34,045;-118,2089;1635;4;Hollenbeck;464;2;29;M;H;CYBERSPACE;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
9000 RIDERWOOD DR;34,2643;-118,33;900;16;Foothill;1617;2;21;F;H;VEHICLE, PASSENGER/TRUCK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Property Crimes
8300 LAUREL CANYON BL;34,2217;-118,3965;715;16;Foothill;1681;1;99;M;B;MARKET;None;None;IC;Invest Cont;Property Crimes
15200 MARSON ST;34,2155;-118,4636;1500;19;Mission;1993;2;12;M;H;SINGLE FAMILY DWELLING;301;BELT FLAILING INSTRUMENT/CHAIN;AO;Adult Other;Crimes against Persons
7300 LENNOX AV;34,203;-118,4458;2010;9;Van Nuys;906;2;32;F;H;OTHER/OUTSIDE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
JEFFERSON BL;34,0212;-118,3781;2030;3;Southwest;341;1;21;F;H;STREET;None;None;IC;Invest Cont;Property Crimes
22000 CHATSWORTH ST;34,2645;-118,6061;1130;17;Devonshire;1721;2;60;F;O;DRIVEWAY;None;None;IC;Invest Cont;Property Crimes
1400 ABBOT KINNEY BL;33,9906;-118,4657;200;14;Pacific;1431;1;0;X;X;SIDEWALK;None;None;IC;Invest Cont;Property Crimes
5700 S BUDLONG AV;33,9906;-118,2958;1000;12;77th Street;1215;1;33;F;B;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
10900 BLUFFSIDE DR;34,1414;-118,3686;1930;15;N Hollywood;1585;1;0;Unknown;Unknown;PARKING UNDERGROUND/BUILDING;None;None;IC;Invest Cont;Property Crimes
19500 NORMANDIE AV;33,8535;-118,2992;1430;5;Harbor;504;1;0;X;X;OTHER STORE;None;None;AA;Adult Arrest;Property Crimes
18300 COLLINS ST;34,1749;-118,5352;1230;10;West Valley;1044;1;49;M;O;PORCH, RESIDENTIAL;None;None;IC;Invest Cont;Property Crimes
19000 BRYANT ST;34,2272;-118,5471;1820;17;Devonshire;1793;2;27;F;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
16300 S VERMONT AV;33,8831;-118,2913;730;18;Southeast;1881;1;28;M;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);219;SCREWDRIVER;IC;Invest Cont;Crimes against Public Order
3600 S LA BREA AV;34,0199;-118,3608;1124;3;Southwest;343;1;0;X;X;BEAUTY/BARBER SHOP;None;None;AO;Adult Other;Property Crimes
5800 W CENTINELA AV;33,9767;-118,3838;10;14;Pacific;1469;2;0;X;X;PARKING LOT;None;None;JO;Juv Other;Crimes against Public Order
700 S SAN PEDRO ST;34,0407;-118,2468;1100;13;Newton;1307;2;28;M;H;NURSERY/FLOWER SHOP;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
7300 VINELAND AV;34,2027;-118,3745;2140;15;N Hollywood;1506;1;19;F;H;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
300 N SIERRA BONITA AV;34,0761;-118,3543;1644;7;Wilshire;713;2;35;M;O;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
FIGUEROA;34,045;-118,2628;30;1;Central;171;2;0;X;X;SIDEWALK;None;None;IC;Invest Cont;Property Crimes
4000 VINELAND AV;34,1405;-118,3702;2030;15;N Hollywood;1585;1;50;F;B;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
200 LINCOLN BL;33,9976;-118,467;1115;14;Pacific;1414;1;60;M;W;DISCOUNT STORE (99 CENT,DOLLAR,ETC.;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;Violent Crimes
15100 RAYMER ST;34,2138;-118,4618;1500;9;Van Nuys;904;1;51;F;W;PUBLIC STORAGE;None;None;IC;Invest Cont;Property Crimes
900 FEDORA ST;34,0545;-118,2976;1200;20;Olympic;2045;2;59;M;W;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
25TH ST;34,0344;-118,3248;2000;3;Southwest;314;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1200 GLENDON AV;34,0582;-118,4422;1630;8;West LA;833;2;33;F;W;LIBRARY;None;None;IC;Invest Cont;Crimes against Public Order
HUNTINGTON;34,0609;-118,2052;130;4;Hollenbeck;443;1;20;M;H;STREET;106;UNKNOWN FIREARM;IC;Invest Cont;Violent Crimes
300 CULVER BL;33,9596;-118,4476;1715;14;Pacific;1472;1;0;Unknown;Unknown;PARKING LOT;None;None;AA;Adult Arrest;Property Crimes
W 11TH ST;34,0508;-118,2916;2000;20;Olympic;2069;1;38;M;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
WILSHIRE BL;34,058;-118,2759;2130;2;Rampart;246;1;38;M;W;SIDEWALK;302;BLUNT INSTRUMENT;IC;Invest Cont;Violent Crimes
15900 W WARD CT;34,1933;-118,481;1100;10;West Valley;1039;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
20900 S WESTERN AV;33,839;-118,3092;1300;5;Harbor;504;2;30;M;O;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
200 S AVE 55;34,104;-118,1971;1000;11;Northeast;1169;2;47;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
17900 COLLINS ST;34,1738;-118,5262;1900;10;West Valley;1045;2;28;M;W;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
9500 HOLMES AV;33,9501;-118,2408;1650;18;Southeast;1827;2;48;F;H;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
400 E GAGE AV;33,9825;-118,2673;400;13;Newton;1395;2;28;F;H;VEHICLE, PASSENGER/TRUCK;None;None;AA;Adult Arrest;Property Crimes
900 N AVENUE 51;34,116;-118,2057;700;11;Northeast;1116;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
7100 SHIRLEY AV;34,1993;-118,5579;242;10;West Valley;1021;1;53;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
VIOLET ST;34,0326;-118,2341;1730;13;Newton;1309;1;30;M;A;STREET;None;None;IC;Invest Cont;Property Crimes
11800 SAN VICENTE BL;34,0528;-118,4692;1245;8;West LA;832;2;38;F;W;LIBRARY;None;None;IC;Invest Cont;Property Crimes
11900 ROSSITER PL;34,2875;-118,455;30;19;Mission;1924;2;69;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Crimes against Public Order
4200 W PICO BL;34,0478;-118,3267;1610;7;Wilshire;766;2;23;M;H;RESTAURANT/FAST FOOD;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
2200 JULIET ST;34,0346;-118,2953;816;3;Southwest;317;2;60;M;B;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
2400 S WESTERN AV;33,7232;-118,3126;1845;5;Harbor;583;1;0;X;X;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
13100 S FIGUEROA ST;33,9133;-118,2827;1100;18;Southeast;1851;1;52;M;H;PUBLIC STORAGE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
2900 OAKHURST AV;34,0323;-118,3964;2000;8;West LA;897;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1200 ROLLAND CURTIS PL;34,0164;-118,298;2200;3;Southwest;377;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
3300 DREW ST;34,1199;-118,2431;1310;11;Northeast;1124;2;0;X;X;STREET;109;SEMI-AUTOMATIC PISTOL;IC;Invest Cont;Crimes against Public Order
TOPANGA CANYON;34,1732;-118,6152;1400;21;Topanga;2175;2;81;M;W;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
MONT CLAIR ST;34,0296;-118,3248;1000;3;Southwest;314;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1300 S RIMPAU BL;34,0493;-118,3367;600;7;Wilshire;758;1;46;F;O;YARD (RESIDENTIAL/BUSINESS);None;None;IC;Invest Cont;Property Crimes
15800 LASSEN ST;34,2537;-118,477;1600;17;Devonshire;1759;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1700 W MARTIN LUTHER KING JR BL;34,0109;-118,3089;1700;3;Southwest;395;1;47;M;O;GARAGE/CARPORT;None;None;IC;Invest Cont;Property Crimes
1400 E 111TH PL;33,934;-118,2498;2100;18;Southeast;1846;2;5;F;B;PROJECT/TENEMENT/PUBLIC HOUSING;109;SEMI-AUTOMATIC PISTOL;IC;Invest Cont;Crimes against Persons
9100 W 24TH ST;34,04;-118,3897;2130;8;West LA;898;1;53;M;H;STREET;None;None;IC;Invest Cont;Property Crimes
9500 CRESTA DR;34,047;-118,395;2230;8;West LA;887;2;79;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
SEPULVEDA;34,1939;-118,4662;2240;9;Van Nuys;911;1;0;M;O;MINI-MART;308;STICK;AA;Adult Arrest;Violent Crimes
9700 AIRPORT BL;33,9479;-118,386;1230;14;Pacific;1488;1;24;F;B;HOTEL;106;UNKNOWN FIREARM;AO;Adult Other;Violent Crimes
300 N HOBART BL;34,0763;-118,3054;2000;20;Olympic;2004;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
6200 RESEDA BL;34,1829;-118,536;1;10;West Valley;1034;2;53;M;O;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Fraud and White-Collar Crimes
9100 N SEPULVEDA BL;34,2388;-118,4677;2118;19;Mission;1961;2;28;F;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
1000 E 59TH ST;33,9872;-118,2576;1200;13;Newton;1385;1;52;F;H;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
5TH ST;34,0467;-118,2485;2300;1;Central;154;2;37;M;B;SIDEWALK;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;Violent Crimes
33RD ST;34,0137;-118,2565;1200;13;Newton;1345;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1000 W 10TH ST;33,7353;-118,299;1600;5;Harbor;563;2;25;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Crimes against Public Order
CARDIFF AV;34,0297;-118,3986;1000;8;West LA;897;1;52;M;W;STREET;None;None;IC;Invest Cont;Property Crimes
2100 N BEACHWOOD DR;34,1088;-118,3215;330;6;Hollywood;628;1;23;M;W;MEMBERSHIP STORE (COSTCO,SAMS CLUB)*;None;None;IC;Invest Cont;Property Crimes
VERNON AV;34,0037;-118,3149;2100;12;77th Street;1203;2;0;X;X;STREET;106;UNKNOWN FIREARM;IC;Invest Cont;Crimes against Public Order
2600 STANFORD AV;34,0203;-118,2598;1500;13;Newton;1323;2;52;F;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Crimes against Public Order
10200 S WESTERN AV;33,9447;-118,309;930;12;77th Street;1283;1;44;F;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;Violent Crimes
100 W 1ST ST;34,0522;-118,2434;2100;1;Central;124;2;0;X;X;GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY);None;None;IC;Invest Cont;Property Crimes
17300 ROSCOE BL;34,2211;-118,5099;1205;10;West Valley;1006;2;77;M;A;SINGLE FAMILY DWELLING;500;UNKNOWN WEAPON/OTHER WEAPON;AO;Adult Other;Violent Crimes
AVALON BL;33,7713;-118,2618;1930;5;Harbor;525;1;0;Unknown;Unknown;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
1500 TORRANCE BL;33,8403;-118,306;1800;5;Harbor;504;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
4200 DEGNAN BL;34,008;-118,3314;1330;3;Southwest;393;2;30;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
1600 N HOBART BL;34,1;-118,3056;930;6;Hollywood;649;2;61;F;O;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
21800 SHERMAN WY;34,201;-118,6033;1203;21;Topanga;2146;1;50;M;W;NURSERY/FLOWER SHOP;None;None;IC;Invest Cont;Property Crimes
8000 HILLARY DR;34,2155;-118,6407;1900;21;Topanga;2111;1;53;M;W;DRIVEWAY;None;None;IC;Invest Cont;Property Crimes
5800 LANKERSHIM BL;34,1758;-118,3812;410;15;N Hollywood;1535;1;0;M;O;DISCOUNT STORE (99 CENT,DOLLAR,ETC.;None;None;IC;Invest Cont;Property Crimes
2200 CARLYLE PL;34,1067;-118,2344;10;11;Northeast;1134;1;29;F;H;STREET;None;None;IC;Invest Cont;Property Crimes
4400 S FIGUEROA ST;34,0032;-118,2827;2330;12;77th Street;1209;1;34;M;H;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
7400 SEPULVEDA BL;34,2048;-118,4659;2300;9;Van Nuys;904;1;45;M;O;PARKING UNDERGROUND/BUILDING;None;None;IC;Invest Cont;Property Crimes
100 N ROBERTSON BL;34,0753;-118,3838;1640;7;Wilshire;721;1;19;M;O;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
1500 MAGNOLIA AV;34,0447;-118,2864;2025;20;Olympic;2079;2;23;F;H;SINGLE FAMILY DWELLING;515;PHYSICAL PRESENCE;AA;Adult Arrest;Crimes against Public Order
5400 HOLLYWOOD BL;34,1036;-118,3049;2030;6;Hollywood;639;1;19;F;W;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
3200 W 8TH ST;34,0577;-118,2981;1200;20;Olympic;2045;1;28;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
2700 W SUNSET BL;34,0808;-118,2655;120;11;Northeast;1181;1;26;F;W;MOTEL;512;MACE/PEPPER SPRAY;IC;Invest Cont;Violent Crimes
14900 RAYMER ST;34,2131;-118,4584;2140;9;Van Nuys;904;1;28;M;H;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
PENDLETON ST;34,2346;-118,3784;1900;16;Foothill;1664;1;26;M;H;STREET;102;HAND GUN;AO;Adult Other;Crimes against Persons
1000 S OLIVE ST;34,0423;-118,2595;700;1;Central;182;1;0;X;X;COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.);None;None;IC;Invest Cont;Property Crimes
3100 WILSHIRE BL;34,0618;-118,2894;2150;20;Olympic;2038;1;24;M;O;PARKING LOT;102;HAND GUN;IC;Invest Cont;Property Crimes
12900 FOOTHILL BL;34,2973;-118,409;2100;19;Mission;1919;1;19;F;H;CLOTHING STORE;None;None;IC;Invest Cont;Property Crimes
500 W 26TH ST;33,7206;-118,288;210;5;Harbor;587;1;36;F;O;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
400 N ROSSMORE AV;34,0776;-118,3273;745;7;Wilshire;719;1;37;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
700 S BIXEL ST;34,0507;-118,2643;1515;2;Rampart;269;2;19;F;H;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
2000 ARLINGTON AV;34,0379;-118,323;1110;7;Wilshire;789;2;21;F;H;WEBSITE;None;None;IC;Invest Cont;Crimes against Public Order
6600 CRANER AV;34,191;-118,3692;28;15;N Hollywood;1519;2;28;M;H;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
1800 PARK DR;34,0812;-118,252;900;11;Northeast;1184;2;42;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
1400 W ADAMS BL;34,0349;-118,2959;1225;3;Southwest;317;1;34;F;H;SIDEWALK;None;None;IC;Invest Cont;Property Crimes
9300 NATIONAL BL;34,0313;-118,3947;1200;8;West LA;897;1;0;Unknown;Unknown;PARKING UNDERGROUND/BUILDING;None;None;IC;Invest Cont;Property Crimes
3800 WISCONSIN ST;34,0155;-118,2931;1330;3;Southwest;379;2;23;M;W;STREET;511;VERBAL THREAT;IC;Invest Cont;Crimes against Public Order
7900 DUNBARTON AV;33,9699;-118,4094;1730;14;Pacific;1475;1;42;M;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
3300 S FIGUEROA ST;34,0268;-118,2808;1942;3;Southwest;328;1;19;X;X;DRUG STORE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Property Crimes
4500 W PICO BL;0;0;1115;7;Wilshire;765;1;22;M;H;DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE);None;None;IC;Invest Cont;Property Crimes
5400 HOMESIDE AV;34,0273;-118,3622;2300;3;Southwest;311;2;30;F;H;STREET;None;None;IC;Invest Cont;Crimes against Public Order
S 81ST ST;33,9656;-118,2651;149;12;77th Street;1269;2;55;M;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
12200 MOORPARK ST;34,1533;-118,4058;1015;15;N Hollywood;1562;2;29;M;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;AO;Adult Other;Crimes against Public Order
9700 AIRPORT BL;33,9472;-118,3909;1550;14;Pacific;1496;2;0;Unknown;Unknown;OTHER BUSINESS;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
WILSHIRE BL;34,0634;-118,3653;1130;7;Wilshire;732;1;63;M;W;STREET;512;MACE/PEPPER SPRAY;IC;Invest Cont;Violent Crimes
1900 N HIGHLAND AV;34,1052;-118,3375;2300;6;Hollywood;625;2;27;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);511;VERBAL THREAT;AO;Adult Other;Crimes against Public Order
1000 S BEACON ST;33,7347;-118,2842;1500;5;Harbor;566;1;0;X;X;STREET;None;None;IC;Invest Cont;Property Crimes
7500 ETON AV;34,2065;-118,5955;545;21;Topanga;2136;1;0;Unknown;Unknown;DRIVEWAY;None;None;IC;Invest Cont;Property Crimes
5800 TOPANGA CANYON BL;34,1732;-118,6152;1200;21;Topanga;2175;1;46;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
4700 SATURN ST;34,0436;-118,34;1500;7;Wilshire;775;2;60;M;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
3800 WINFORD DR;34,1386;-118,5525;2045;10;West Valley;1091;2;34;M;H;VEHICLE, PASSENGER/TRUCK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
12200 WICKS ST;34,2296;-118,3997;30;16;Foothill;1682;2;18;F;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Other Crimes
20700 CLARENDON ST;34,1702;-118,5843;1045;21;Topanga;2177;1;0;Unknown;Unknown;STREET;None;None;AO;Adult Other;Property Crimes
2100 W MANCHESTER AV;33,9636;-118,3112;1751;12;77th Street;1263;1;40;M;B;BEAUTY/BARBER SHOP;106;UNKNOWN FIREARM;IC;Invest Cont;Violent Crimes
6TH ST;34,0333;-118,1946;2300;4;Hollenbeck;469;2;45;M;H;STREET;None;None;IC;Invest Cont;Property Crimes
5600 ASH ST;34,1119;-118,1963;1045;11;Northeast;1118;1;25;M;B;SIDEWALK;102;HAND GUN;IC;Invest Cont;Property Crimes
3600 W 3RD ST;34,0709;-118,2941;1505;20;Olympic;2017;2;28;F;H;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
18000 HATTON ST;34,2102;-118,5252;1930;10;West Valley;1005;1;35;F;W;SINGLE FAMILY DWELLING;None;None;AO;Adult Other;Property Crimes
5100 CASPAR AV;34,1392;-118,213;200;11;Northeast;1105;1;62;M;O;STREET;None;None;IC;Invest Cont;Property Crimes
20900 CHATSWORTH ST;34,2645;-118,5907;1900;17;Devonshire;1723;2;50;F;O;SINGLE FAMILY DWELLING;None;None;AO;Adult Other;Crimes against Public Order
6600 VAN NUYS BL;34,1903;-118,4574;1620;9;Van Nuys;923;2;62;F;H;OTHER BUSINESS;306;ROCK/THROWN OBJECT;IC;Invest Cont;Violent Crimes
6700 TOPANGA CANYON BL;34,1923;-118,6059;1600;21;Topanga;2156;1;35;M;X;DEPARTMENT STORE;None;None;IC;Invest Cont;Property Crimes
3800 CIMARRON ST;34,0174;-118,3161;1200;3;Southwest;375;2;24;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
6000 BRYNHURST AV;33,9829;-118,3338;555;12;77th Street;1241;2;50;F;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
9400 S FLOWER ST;33,9501;-118,2805;1350;18;Southeast;1822;2;41;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Crimes against Public Order
3400 VERDUGO RD;34,1137;-118,2353;55;11;Northeast;1135;2;25;F;H;BAR/COCKTAIL/NIGHTCLUB;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
FORMOSA;34,0944;-118,3462;150;6;Hollywood;644;1;42;M;W;HOTEL;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Property Crimes
7700 AVALON BL;33,9688;-118,2652;2240;12;77th Street;1259;2;30;F;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
RUTHELEN ST;33,9933;-118,3126;1700;12;77th Street;1213;1;56;M;H;PARK/PLAYGROUND;210;RAZOR BLADE;AA;Adult Arrest;Crimes against Public Order
15200 SHERMAN WY;34,2011;-118,4642;1450;9;Van Nuys;914;1;0;X;X;DRUG STORE;None;None;IC;Invest Cont;Property Crimes
600 ALMA REAL DR;34,0384;-118,5232;1300;8;West LA;823;1;52;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
11700 W OLYMPIC BL;34,0343;-118,4478;1935;8;West LA;881;1;0;X;X;DRUG STORE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
8100 BURNET AV;34,2179;-118,4636;1515;19;Mission;1993;2;27;M;H;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
10800 ROCHESTER AV;34,057;-118,4392;1233;8;West LA;833;1;56;F;O;STREET;None;None;IC;Invest Cont;Property Crimes
7000 W SUNSET BL;34,098;-118,342;1530;6;Hollywood;645;1;76;F;W;DEPARTMENT STORE;None;None;IC;Invest Cont;Property Crimes
1100 N SYCAMORE AV;34,0907;-118,3428;1140;6;Hollywood;663;2;26;F;O;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
10200 S HARVARD BL;33,9447;-118,3068;2330;12;77th Street;1283;2;60;M;B;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
14100 TIARA ST;34,1785;-118,4405;1023;9;Van Nuys;943;2;37;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
400 W 71ST ST;33,9756;-118,2813;1100;12;77th Street;1249;1;87;M;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
3RD;34,0458;-118,2361;1630;1;Central;139;1;25;F;H;STREET;None;None;IC;Invest Cont;Property Crimes
800 MANNING AV;34,0661;-118,4385;1710;8;West LA;828;1;32;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
12500 WASHINGTON PL;33,9989;-118,4369;1800;14;Pacific;1445;2;33;M;H;SINGLE FAMILY DWELLING;None;None;AO;Adult Other;Property Crimes
18000 MARTHA ST;34,1731;-118,5239;1900;10;West Valley;1045;1;71;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
6TH;34,062;-118,2804;1000;2;Rampart;245;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
700 S MAIN ST;34,0437;-118,2518;2225;1;Central;174;2;33;M;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
9500 BARTEE AV;34,2433;-118,4245;1700;19;Mission;1969;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
300 S SAN PEDRO ST;34,0473;-118,2425;200;1;Central;138;2;0;X;X;OTHER BUSINESS;None;None;AO;Adult Other;Other Crimes
1800 S HOOVER ST;34,0421;-118,2879;1530;20;Olympic;2088;1;0;X;X;PRIVATE SCHOOL/PRESCHOOL;None;None;IC;Invest Cont;Property Crimes
300 WORLD WAY WY;33,942;-118,4095;1730;14;Pacific;1494;2;0;X;X;TRANSPORTATION FACILITY (AIRPORT);None;None;IC;Invest Cont;Crimes against Public Order
2100 SAWTELLE BL;34,0396;-118,4425;30;8;West LA;882;2;38;F;H;PARKING LOT;511;VERBAL THREAT;AO;Adult Other;Crimes against Public Order
18700 MARTHA ST;34,1738;-118,5407;1215;10;West Valley;1041;1;54;F;W;STREET;None;None;IC;Invest Cont;Property Crimes
6800 RESEDA BL;34,1939;-118,536;2000;10;West Valley;1025;2;0;M;O;BEAUTY/BARBER SHOP;None;None;IC;Invest Cont;Property Crimes
