Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Description,Weapon_Used_Code,Status,Status_Description,Crime_Category
S WILTON PL,33.995,-118.315,6/26/2020 0:00,6/26/2020 0:00,1900,12,77th Street,1203,1,63,M,B,SINGLE FAMILY DWELLING,102,IC,Invest Cont,Crimes against Public Order
100 S VIRGIL AV,34.0732,-118.2868,6/26/2020 0:00,6/26/2020 0:00,2330,20,Olympic,2019,1,26,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
8400 VAN NUYS BL,34.2229,-118.4487,6/26/2020 0:00,6/26/2020 0:00,210,19,Mission,1985,1,69,M,W,PARKING LOT,312,IC,Invest Cont,Violent Crimes
LA BREA,34.0689,-118.344,6/26/2020 0:00,6/26/2020 0:00,1545,7,Wilshire,726,1,45,M,W,STREET,500,AA,Adult Arrest,Violent Crimes
1900 MARENGO ST,34.0609,-118.2052,6/26/2020 0:00,6/26/2020 0:00,330,4,Hollenbeck,443,2,36,F,H,"VEHICLE, PASSENGER/TRUCK",400,AO,Adult Other,Violent Crimes
NORDHOFF ST,34.2354,-118.4535,6/26/2020 0:00,6/26/2020 0:00,1305,19,Mission,1964,2,22,F,H,"VEHICLE, PASSENGER/TRUCK",400,AA,Adult Arrest,Violent Crimes
FIGUEROA ST,33.9824,-118.2827,6/26/2020 0:00,6/26/2020 0:00,2200,12,77th Street,1249,1,19,F,B,STREET,109,IC,Invest Cont,Violent Crimes
7200 W MELROSE AV,34.0835,-118.3462,6/26/2020 0:00,6/26/2020 0:00,1315,7,Wilshire,705,2,30,F,W,RESTAURANT/FAST FOOD,511,AO,Adult Other,Crimes against Public Order
01500 E 92ND ST,33.9533,-118.2475,6/27/2020 0:00,6/23/2020 0:00,802,18,Southeast,1826,1,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",506,IC,Invest Cont,Property Crimes
80TH ST,33.9669,-118.2783,6/27/2020 0:00,6/26/2020 0:00,2300,12,77th Street,1266,1,22,M,H,SIDEWALK,106,IC,Invest Cont,Violent Crimes
SAN PEDRO ST,34.0276,-118.2574,6/27/2020 0:00,6/26/2020 0:00,1200,13,Newton,1313,1,51,M,B,STREET,215,AA,Adult Arrest,Violent Crimes
13400 SHERMAN WY,34.2012,-118.4247,6/27/2020 0:00,6/26/2020 0:00,5,15,N Hollywood,1521,2,53,F,W,NURSING/CONVALESCENT/RETIREMENT HOME,400,AO,Adult Other,Violent Crimes
1100 E VERNON AV,34.006,-118.2513,6/27/2020 0:00,6/27/2020 0:00,126,13,Newton,1346,1,44,M,H,"VEHICLE, PASSENGER/TRUCK",506,IC,Invest Cont,Property Crimes
6000 W SUNSET BL,34.0998,-118.3211,6/27/2020 0:00,6/27/2020 0:00,615,6,Hollywood,647,2,46,F,O,DRIVEWAY,400,AA,Adult Arrest,Crimes against Public Order
CENTURY,33.9457,-118.2379,6/27/2020 0:00,6/27/2020 0:00,1945,18,Southeast,1827,1,37,M,H,STREET,114,IC,Invest Cont,Violent Crimes
6000 W SUNSET BL,34.0998,-118.3211,6/27/2020 0:00,6/27/2020 0:00,615,6,Hollywood,647,2,49,M,O,DRIVEWAY,400,AA,Adult Arrest,Crimes against Public Order
1400 CRUSADO LN,34.0577,-118.1955,6/27/2020 0:00,6/27/2020 0:00,200,4,Hollenbeck,448,1,29,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Violent Crimes
12000 ALLEGHENY ST,34.2367,-118.3937,6/27/2020 0:00,6/27/2020 0:00,430,16,Foothill,1663,2,20,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
200 S HOOVER ST,34.0728,-118.2878,6/27/2020 0:00,6/27/2020 0:00,2030,20,Olympic,2019,2,24,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
1100 W 38TH ST,34.0173,-118.298,6/27/2020 0:00,6/27/2020 0:00,2020,3,Southwest,377,2,33,M,W,SINGLE FAMILY DWELLING,515,IC,Invest Cont,Crimes against Public Order
3800 WINFORD DR,34.1386,-118.5525,6/27/2020 0:00,6/27/2020 0:00,2045,10,West Valley,1091,2,34,M,H,"VEHICLE, PASSENGER/TRUCK",400,IC,Invest Cont,Violent Crimes
22900 VICTORY BL,34.1865,-118.6256,6/27/2020 0:00,6/27/2020 0:00,1630,21,Topanga,2143,1,56,M,W,OTHER STORE,500,IC,Invest Cont,Violent Crimes
ARMINTA,34.2139,-118.3965,6/27/2020 0:00,6/27/2020 0:00,1015,16,Foothill,1684,2,29,F,W,STREET,400,IC,Invest Cont,Violent Crimes
55TH ST,33.993,-118.2521,6/27/2020 0:00,6/27/2020 0:00,2300,13,Newton,1375,1,19,M,H,SIDEWALK,200,IC,Invest Cont,Property Crimes
N VERMONT AV,34.0763,-118.2917,6/27/2020 0:00,6/27/2020 0:00,500,2,Rampart,212,1,40,M,W,SIDEWALK,304,IC,Invest Cont,Violent Crimes
VENICE,34.0443,-118.2904,6/27/2020 0:00,6/27/2020 0:00,1720,20,Olympic,2088,1,63,M,H,STREET,511,IC,Invest Cont,Property Crimes
11300 ARMINTA ST,34.2135,-118.3771,6/27/2020 0:00,6/27/2020 0:00,200,16,Foothill,1695,1,55,M,H,SINGLE FAMILY DWELLING,101,IC,Invest Cont,Crimes against Public Order
BROADWAY,34.0029,-118.2784,6/27/2020 0:00,6/27/2020 0:00,2300,13,Newton,1361,2,52,M,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
1500 WILL ROGERS STATE PARK RD,34.0531,-118.5141,6/28/2020 0:00,6/26/2020 0:00,1900,8,West LA,802,1,34,F,W,STREET,500,IC,Invest Cont,Property Crimes
E 45TH ST,34.0025,-118.2653,6/28/2020 0:00,6/27/2020 0:00,130,13,Newton,1353,1,31,F,H,STREET,400,AA,Adult Arrest,Violent Crimes
12700 SAN FERNANDO RD,34.3048,-118.4665,6/28/2020 0:00,6/27/2020 0:00,1800,19,Mission,1921,1,67,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Property Crimes
13800 BURBANK BL,34.1721,-118.434,6/28/2020 0:00,6/27/2020 0:00,1630,9,Van Nuys,946,2,46,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Violent Crimes
1400 S WESTGATE AV,34.0431,-118.4599,6/28/2020 0:00,6/27/2020 0:00,2100,8,West LA,842,2,35,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
10800 LAUREL CANYON BL,34.2676,-118.4415,6/28/2020 0:00,6/28/2020 0:00,1830,19,Mission,1944,1,37,M,O,PUBLIC STORAGE,302,AA,Adult Arrest,Violent Crimes
YOLANDA,34.1705,-118.5402,6/28/2020 0:00,6/28/2020 0:00,1440,10,West Valley,1063,2,55,M,W,MTA BUS,400,AO,Adult Other,Violent Crimes
1500 S LOS ANGELES ST,34.033,-118.2615,6/28/2020 0:00,6/28/2020 0:00,1545,1,Central,195,1,30,F,H,SIDEWALK,500,AO,Adult Other,Violent Crimes
VERMONT,34.0509,-118.2916,6/28/2020 0:00,6/28/2020 0:00,2010,20,Olympic,2069,1,30,M,H,MTA BUS,309,AA,Adult Arrest,Crimes against Public Order
12600 SAN FERNANDO RD,34.3048,-118.4665,6/28/2020 0:00,6/28/2020 0:00,530,19,Mission,1921,1,16,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
80TH ST,33.9711,-118.2629,6/28/2020 0:00,6/28/2020 0:00,200,12,77th Street,1259,2,28,F,H,STREET,400,AO,Adult Other,Violent Crimes
2300 W 31ST ST,34.0265,-118.3177,6/28/2020 0:00,6/28/2020 0:00,2105,3,Southwest,335,1,61,F,B,STREET,400,AO,Adult Other,Violent Crimes
BUDLONG AV,34.0309,-118.2959,6/28/2020 0:00,6/28/2020 0:00,150,3,Southwest,326,1,19,M,H,STREET,102,IC,Invest Cont,Property Crimes
2700 W 73RD ST,33.9737,-118.3236,6/28/2020 0:00,6/28/2020 0:00,1545,12,77th Street,1252,2,33,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
700 N AVENUE 51,34.1141,-118.2056,6/28/2020 0:00,6/28/2020 0:00,1140,11,Northeast,1116,2,33,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
22400 ROSCOE BL,34.2195,-118.6156,6/28/2020 0:00,6/28/2020 0:00,2000,21,Topanga,2113,2,12,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Crimes against Persons
3RD ST,34.0487,-118.245,6/28/2020 0:00,6/28/2020 0:00,2130,1,Central,135,1,23,M,H,SIDEWALK,204,IC,Invest Cont,Crimes against Public Order
700 S SAN PEDRO ST,34.0405,-118.247,6/28/2020 0:00,6/28/2020 0:00,1950,13,Newton,1307,1,40,M,H,SIDEWALK,200,IC,Invest Cont,Property Crimes
1400 LINCOLN BL,33.9934,-118.46,6/28/2020 0:00,6/28/2020 0:00,1130,14,Pacific,1432,1,36,F,A,RESTAURANT/FAST FOOD,212,IC,Invest Cont,Violent Crimes
100 W ANAHEIM ST,33.78,-118.2631,6/28/2020 0:00,6/28/2020 0:00,2105,5,Harbor,526,1,0,X,X,DRUG STORE,400,IC,Invest Cont,Property Crimes
7TH,34.0412,-118.2474,6/28/2020 0:00,6/28/2020 0:00,400,1,Central,166,1,44,M,H,SIDEWALK,500,IC,Invest Cont,Violent Crimes
400 E 79TH ST,33.9674,-118.2673,6/28/2020 0:00,6/28/2020 0:00,630,12,77th Street,1269,2,39,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,IC,Invest Cont,Crimes against Public Order
5200 TOWNSEND AV,34.1415,-118.2011,6/28/2020 0:00,6/28/2020 0:00,1,11,Northeast,1109,2,34,M,H,STREET,400,AO,Adult Other,Violent Crimes
WASHINGTON,34.0278,-118.2573,6/28/2020 0:00,6/28/2020 0:00,1000,13,Newton,1313,2,20,M,H,MTA BUS,400,IC,Invest Cont,Violent Crimes
2900 RAYMOND AV,34.0276,-118.298,6/28/2020 0:00,6/28/2020 0:00,1220,3,Southwest,337,2,22,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
2900 DIVISION ST,34.1027,-118.2363,6/28/2020 0:00,6/28/2020 0:00,30,11,Northeast,1147,2,52,F,H,SINGLE FAMILY DWELLING,500,AO,Adult Other,Violent Crimes
SAN PEDRO AV,33.9711,-118.2629,6/28/2020 0:00,6/28/2020 0:00,215,12,77th Street,1259,1,47,F,H,STREET,307,AA,Adult Arrest,Violent Crimes
SAN VICENTE,34.0521,-118.4738,6/28/2020 0:00,6/28/2020 0:00,2215,8,West LA,826,2,46,M,O,STREET,511,IC,Invest Cont,Crimes against Public Order
8100 CREBS AV,34.2175,-118.5437,6/28/2021 0:00,8/6/2020 0:00,800,10,West Valley,1003,2,13,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Crimes against Persons
7600 RESEDA BL,34.2148,-118.5404,6/28/2022 0:00,4/1/2020 0:00,1,10,West Valley,1003,2,16,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
9000 AMBOY AV,34.2338,-118.4028,6/29/2020 0:00,6/27/2020 0:00,900,16,Foothill,1663,2,7,M,H,YARD (RESIDENTIAL/BUSINESS),511,AO,Adult Other,Crimes against Persons
5000 HAZELTINE AV,34.1614,-118.44,6/29/2020 0:00,6/28/2020 0:00,1540,9,Van Nuys,964,2,24,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
23RD,34.0302,-118.273,6/29/2020 0:00,6/28/2020 0:00,1330,13,Newton,1321,1,31,M,B,MTA - EXPO LINE - EXPO PARK/USC,500,IC,Invest Cont,Property Crimes
4000 W 58TH PL,33.988,-118.3449,6/29/2020 0:00,6/29/2020 0:00,640,12,77th Street,1231,2,31,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
300 E GAGE AV,33.9857,-118.2628,6/29/2020 0:00,6/29/2020 0:00,2130,13,Newton,1385,2,70,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
TEMPLE,34.0691,-118.2646,6/29/2020 0:00,6/29/2020 0:00,1500,2,Rampart,236,2,39,M,H,"VEHICLE, PASSENGER/TRUCK",400,AO,Adult Other,Violent Crimes
1600 W 11TH ST,34.0506,-118.2769,6/29/2020 0:00,6/29/2020 0:00,1130,2,Rampart,275,2,30,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
2200 ALCYONA DR,34.1129,-118.328,6/29/2020 0:00,6/29/2020 0:00,615,6,Hollywood,626,1,27,M,W,STREET,400,IC,Invest Cont,Property Crimes
7600 S BROADWAY,33.9703,-118.2783,6/29/2020 0:00,6/29/2020 0:00,15,12,77th Street,1258,2,0,X,X,POLICE FACILITY,306,AA,Adult Arrest,Property Crimes
1700 W OLYMPIC BL,34.0497,-118.2754,6/29/2020 0:00,6/29/2020 0:00,1545,2,Rampart,275,1,26,M,W,SIDEWALK,204,IC,Invest Cont,Crimes against Public Order
7TH,34.0442,-118.2519,6/29/2020 0:00,6/29/2020 0:00,200,1,Central,174,1,27,F,B,STREET,500,IC,Invest Cont,Property Crimes
7800 S HOBART BL,33.9678,-118.3079,6/29/2020 0:00,6/29/2020 0:00,1410,12,77th Street,1253,1,29,F,B,SINGLE FAMILY DWELLING,512,AA,Adult Arrest,Violent Crimes
GLENDALE BL,34.0763,-118.2613,6/29/2020 0:00,6/29/2020 0:00,300,2,Rampart,218,1,74,M,W,SIDEWALK,400,IC,Invest Cont,Violent Crimes
15100 DICKENS ST,34.1518,-118.462,6/29/2020 0:00,6/29/2020 0:00,1340,9,Van Nuys,981,2,32,M,B,SIDEWALK,400,AO,Adult Other,Violent Crimes
VENICE BL,34.0086,-118.4246,6/29/2020 0:00,6/29/2020 0:00,1650,14,Pacific,1435,2,37,M,W,SIDEWALK,400,AO,Adult Other,Violent Crimes
4600 S BROADWAY,34.0015,-118.2783,6/29/2020 0:00,6/29/2020 0:00,1530,13,Newton,1361,1,30,M,O,PARKING LOT,400,IC,Invest Cont,Violent Crimes
900 S BONNIE BRAE ST,34.0511,-118.2774,6/29/2020 0:00,6/29/2020 0:00,445,2,Rampart,275,2,31,M,H,HOTEL,400,IC,Invest Cont,Violent Crimes
9900 LURLINE AV,34.2536,-118.5913,6/29/2020 0:00,6/29/2020 0:00,300,17,Devonshire,1752,2,28,F,H,PARKING LOT,400,AO,Adult Other,Violent Crimes
23500 S WESTERN AV,33.8123,-118.3088,6/29/2020 0:00,6/29/2020 0:00,900,5,Harbor,508,1,74,F,W,SINGLE FAMILY DWELLING,207,AO,Adult Other,Crimes against Public Order
OSBORNE,34.2358,-118.4346,6/29/2020 0:00,6/29/2020 0:00,2125,19,Mission,1967,2,20,F,H,STREET,400,AO,Adult Other,Violent Crimes
4TH ST,34.0369,-118.2034,6/29/2020 0:00,6/29/2020 0:00,1810,4,Hollenbeck,468,1,19,M,H,STREET,102,AA,Adult Arrest,Property Crimes
2300 N CAHUENGA BL,34.1113,-118.3332,6/30/2020 0:00,3/13/2020 0:00,2000,6,Hollywood,615,2,62,F,W,ELEVATOR,400,IC,Invest Cont,Violent Crimes
4400 LOCKWOOD AV,34.0887,-118.2892,6/30/2020 0:00,6/6/2020 0:00,900,2,Rampart,202,2,40,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Crimes against Public Order
2400 S RIDGELEY DR,34.0387,-118.3594,6/30/2020 0:00,6/9/2020 0:00,2230,7,Wilshire,783,2,21,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
11500 HELA AV,34.2789,-118.387,6/30/2020 0:00,6/19/2020 0:00,2200,16,Foothill,1606,1,16,F,H,SINGLE FAMILY DWELLING,400,JO,Juv Other,Violent Crimes
5TH ST,34.0467,-118.2485,6/30/2020 0:00,6/28/2020 0:00,2300,1,Central,154,2,37,M,B,SIDEWALK,500,IC,Invest Cont,Violent Crimes
TOPANGA CANYON BL,34.1732,-118.6152,6/30/2020 0:00,6/29/2020 0:00,1530,21,Topanga,2175,1,47,F,W,STREET,400,AO,Adult Other,Property Crimes
RAYMER,34.2131,-118.4584,6/30/2020 0:00,6/30/2020 0:00,830,9,Van Nuys,904,1,37,F,H,STREET,106,IC,Invest Cont,Property Crimes
15100 ERWIN ST,34.183,-118.4629,6/30/2020 0:00,6/30/2020 0:00,130,9,Van Nuys,932,1,34,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
16900 ROSCOE BL,34.2212,-118.5011,6/30/2020 0:00,6/30/2020 0:00,700,10,West Valley,1008,2,31,M,H,STREET,400,IC,Invest Cont,Violent Crimes
18900 MAYALL ST,34.2536,-118.5448,6/30/2020 0:00,6/30/2020 0:00,2115,17,Devonshire,1765,2,22,F,W,SINGLE FAMILY DWELLING,500,AO,Adult Other,Violent Crimes
200 E 5TH ST,34.0461,-118.2461,6/30/2020 0:00,6/30/2020 0:00,2240,1,Central,146,2,43,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
47TH ST,34.0011,-118.2696,6/30/2020 0:00,6/30/2020 0:00,1705,13,Newton,1352,1,40,F,B,STREET,102,IC,Invest Cont,Violent Crimes
3900 HILLCREST DR,34.0158,-118.3445,6/30/2020 0:00,6/30/2020 0:00,2230,3,Southwest,363,2,21,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
WILSHIRE,34.0597,-118.2795,6/30/2020 0:00,6/30/2020 0:00,2320,2,Rampart,245,1,22,M,H,PARK/PLAYGROUND,400,IC,Invest Cont,Property Crimes
WESTERN AV,33.9486,-118.3094,6/30/2020 0:00,6/30/2020 0:00,1500,12,77th Street,1283,1,20,M,O,ALLEY,109,AA,Adult Arrest,Property Crimes
21600 DEVONSHIRE ST,34.2572,-118.6009,6/30/2020 0:00,6/30/2020 0:00,2150,17,Devonshire,1751,2,18,M,H,ALLEY,400,AA,Adult Arrest,Violent Crimes
1ST,34.055,-118.2477,6/30/2020 0:00,6/30/2020 0:00,1840,1,Central,122,2,0,X,X,STREET,400,IC,Invest Cont,Property Crimes
SUNSET BL,34.0898,-118.2769,6/30/2020 0:00,6/30/2020 0:00,505,11,Northeast,1171,2,0,X,X,STREET,500,AA,Adult Arrest,Property Crimes
2400 S RIDGELEY DR,34.0387,-118.3594,6/30/2020 0:00,6/30/2020 0:00,2100,7,Wilshire,783,1,22,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,AO,Adult Other,Violent Crimes
BROADWAY,34.0091,-118.2784,6/30/2020 0:00,6/30/2020 0:00,1815,13,Newton,1351,1,49,M,B,STREET,102,AA,Adult Arrest,Violent Crimes
6300 CRENSHAW BL,33.9825,-118.3309,6/30/2020 0:00,6/30/2020 0:00,1800,12,77th Street,1241,2,0,X,X,MOTEL,311,IC,Invest Cont,Property Crimes
2400 SAWTELLE BL,34.0346,-118.4381,6/30/2020 0:00,6/30/2020 0:00,1355,8,West LA,892,2,35,F,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Property Crimes
800 N ALAMEDA ST,34.0561,-118.2375,6/30/2020 0:00,6/30/2020 0:00,445,1,Central,119,2,55,F,X,LA UNION STATION (NOT LINE SPECIFIC),400,IC,Invest Cont,Violent Crimes
BURBANK BL,0,0,6/30/2020 0:00,6/30/2020 0:00,1300,9,Van Nuys,943,2,35,F,B,STREET,400,IC,Invest Cont,Violent Crimes
300 E 56TH ST,33.9915,-118.2674,6/30/2020 0:00,6/30/2020 0:00,930,13,Newton,1372,2,0,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
5TH,34.0435,-118.2427,6/30/2020 0:00,6/30/2020 0:00,815,1,Central,157,1,74,M,B,STREET,500,IC,Invest Cont,Violent Crimes
2700 W 15TH ST,34.0455,-118.3022,6/30/2021 0:00,7/11/2020 0:00,1900,20,Olympic,2074,1,38,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
9700 PINEWOOD AV,34.2452,-118.2855,6/30/2022 0:00,8/1/2020 0:00,1200,16,Foothill,1668,2,49,F,W,SINGLE FAMILY DWELLING,511,AO,Adult Other,Crimes against Public Order
2700 CAHUENGA BL,34.117,-118.3367,7/1/2020 0:00,6/21/2020 0:00,2200,6,Hollywood,615,2,31,F,O,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
2300 OCEAN VIEW AV,34.0627,-118.2768,7/1/2020 0:00,6/25/2020 0:00,1616,2,Rampart,245,2,14,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,JO,Juv Other,Violent Crimes
2400 S CAROLINA ST,33.7212,-118.2909,7/1/2020 0:00,7/1/2020 0:00,1320,5,Harbor,587,1,58,M,W,DRIVEWAY,207,AA,Adult Arrest,Violent Crimes
3600 WHITTIER BL,34.0255,-118.1957,7/1/2020 0:00,7/1/2020 0:00,1800,4,Hollenbeck,479,1,50,M,H,OTHER BUSINESS,400,IC,Invest Cont,Property Crimes
2900 S SEPULVEDA BL,34.0291,-118.4297,7/1/2020 0:00,7/1/2020 0:00,320,14,Pacific,1403,2,33,M,B,OTHER BUSINESS,400,IC,Invest Cont,Violent Crimes
12000 WILSHIRE BL,34.0473,-118.4768,7/1/2020 0:00,7/1/2020 0:00,1135,8,West LA,831,1,29,M,W,PARKING LOT,307,IC,Invest Cont,Violent Crimes
4900 S VERMONT AV,33.9974,-118.2982,7/1/2020 0:00,7/1/2020 0:00,830,12,77th Street,1205,2,27,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
21000 SHERMAN WY,34.2011,-118.5893,7/1/2020 0:00,7/1/2020 0:00,1510,21,Topanga,2137,1,50,M,X,DRUG STORE,200,IC,Invest Cont,Property Crimes
70TH ST,33.9761,-118.2827,7/1/2020 0:00,7/1/2020 0:00,1710,12,77th Street,1249,2,31,M,H,STREET,500,IC,Invest Cont,Violent Crimes
500 S BROADWAY,34.0474,-118.2513,7/1/2020 0:00,7/1/2020 0:00,1315,1,Central,153,1,62,F,W,OTHER BUSINESS,400,IC,Invest Cont,Property Crimes
1400 W 6TH ST,34.0564,-118.2677,7/2/2020 0:00,6/8/2020 0:00,1500,2,Rampart,257,2,38,F,H,POLICE FACILITY,400,AO,Adult Other,Violent Crimes
600 E 76TH PL,33.9702,-118.2652,7/2/2020 0:00,7/1/2020 0:00,2215,12,77th Street,1259,2,38,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
9800 OMELVENY AV,34.2493,-118.4179,7/2/2020 0:00,7/1/2020 0:00,2,16,Foothill,1651,2,29,M,H,SINGLE FAMILY DWELLING,511,AA,Adult Arrest,Crimes against Public Order
76TH ST,33.9708,-118.2803,7/2/2020 0:00,7/1/2020 0:00,2100,12,77th Street,1257,1,27,M,H,STREET,311,IC,Invest Cont,Property Crimes
7000 W SUNSET BL,34.098,-118.342,7/2/2020 0:00,7/2/2020 0:00,240,6,Hollywood,645,1,28,M,O,OTHER BUSINESS,207,IC,Invest Cont,Crimes against Public Order
700 S WESTERN AV,34.0599,-118.3139,7/2/2020 0:00,7/2/2020 0:00,2150,20,Olympic,2031,1,0,X,X,LIQUOR STORE,102,IC,Invest Cont,Property Crimes
2800 W PICO BL,34.0472,-118.301,7/2/2020 0:00,7/2/2020 0:00,1100,20,Olympic,2074,2,66,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
1300 W SUNSET BL,34.0714,-118.2506,7/2/2020 0:00,7/2/2020 0:00,1654,2,Rampart,219,2,19,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,AO,Adult Other,Crimes against Public Order
BROADWAY,34.0737,-118.2143,7/2/2020 0:00,7/2/2020 0:00,1930,4,Hollenbeck,415,1,42,F,H,STREET,400,AA,Adult Arrest,Property Crimes
500 W 88TH PL,33.9567,-118.2832,7/2/2020 0:00,7/2/2020 0:00,1510,18,Southeast,1801,1,35,F,B,SINGLE FAMILY DWELLING,207,IC,Invest Cont,Crimes against Public Order
9000 CEDROS AV,34.2336,-118.4535,7/2/2020 0:00,7/2/2020 0:00,2200,19,Mission,1974,2,29,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
MALABAR ST,34.0512,-118.2093,7/2/2020 0:00,7/2/2020 0:00,2200,4,Hollenbeck,455,1,28,F,H,SIDEWALK,400,AA,Adult Arrest,Property Crimes
200 W 5TH ST,33.7397,-118.2835,7/2/2020 0:00,7/2/2020 0:00,700,5,Harbor,564,1,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Property Crimes
2800 W PICO BL,34.0472,-118.301,7/2/2020 0:00,7/2/2020 0:00,930,20,Olympic,2074,2,66,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
5900 W PICO BL,34.0558,-118.3706,7/3/2020 0:00,5/30/2020 0:00,2000,7,Wilshire,752,1,0,X,X,OTHER BUSINESS,500,IC,Invest Cont,Property Crimes
11400 TIARA ST,34.1785,-118.3795,7/3/2020 0:00,7/2/2020 0:00,1700,15,N Hollywood,1535,1,38,M,W,PARK/PLAYGROUND,511,IC,Invest Cont,Property Crimes
800 E 6TH ST,34.0407,-118.2427,7/3/2020 0:00,7/3/2020 0:00,1250,1,Central,158,1,68,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,AO,Adult Other,Violent Crimes
5200 CLEON AV,34.1649,-118.3686,7/3/2020 0:00,7/3/2020 0:00,1500,15,N Hollywood,1548,1,49,F,H,SINGLE FAMILY DWELLING,200,AA,Adult Arrest,Violent Crimes
200 S ALEXANDRIA AV,34.069,-118.2979,7/3/2020 0:00,7/3/2020 0:00,1030,20,Olympic,2016,2,42,F,H,STREET,400,IC,Invest Cont,Violent Crimes
SLAUSON AV,33.989,-118.3308,7/3/2020 0:00,7/3/2020 0:00,1510,12,77th Street,1211,1,36,M,B,GAS STATION,109,AA,Adult Arrest,Property Crimes
13100 SHERMAN WY,34.2012,-118.4189,7/3/2020 0:00,7/3/2020 0:00,1630,15,N Hollywood,1521,2,34,M,W,LAUNDROMAT,400,AO,Adult Other,Violent Crimes
WILBUR AV,34.1866,-118.5447,7/3/2020 0:00,7/3/2020 0:00,1640,10,West Valley,1033,1,40,M,O,OTHER/OUTSIDE,500,AA,Adult Arrest,Violent Crimes
3500 S LA CIENEGA BL,34.0237,-118.3722,7/3/2020 0:00,7/3/2020 0:00,1325,3,Southwest,321,2,52,M,H,OTHER BUSINESS,400,AO,Adult Other,Violent Crimes
